"","InvoiceID","Date","Time","Name","Gender","Age","Type","Branch","ProductLine","UnitPrice","Quantity","COGS","CustomerRating"
"195","CAR-HBE-026","2/25/2021","12:46:40","Julio Archer","Male",43,"Normal","Carbon Creek","Health and beauty",65.18,3,189.21,6.3
"196","CAR-HBE-027","2/12/2021","8:15:19","Duane Shaw","Male",20,"Normal","Carbon Creek","Health and beauty",25.43,6,147.25,7
"197","CAR-HBE-028","3/26/2021","18:52:36","Charlene Fish","Female",21,"Normal","Carbon Creek","Health and beauty",64.27,4,249.45,7.7
"198","CAR-HBE-029","2/1/2021","13:38:43","Debora Graves","Female",24,"Member","Carbon Creek","Health and beauty",77.68,4,296.85,8.4
"199","CAR-HBE-030","3/9/2021","20:16:33","Kyle Marsh","Male",37,"Normal","Carbon Creek","Health and beauty",51.71,4,195.25,9.8
"200","CAR-HBE-031","3/4/2021","17:40:05","Anthony Lindsey","Male",48,"Normal","Carbon Creek","Health and beauty",14.62,5,69.35,4.4
"201","CAR-HBE-032","3/3/2021","8:02:50","Ian Carr","Male",45,"Normal","Carbon Creek","Health and beauty",28.95,7,193.85,6
"202","CAR-HBE-033","3/4/2021","21:44:17","Mitch Shepherd","Male",39,"Member","Carbon Creek","Health and beauty",48.63,10,467.02,8.8
"203","CAR-HBE-034","2/6/2021","8:54:59","Caroline Ware","Female",22,"Normal","Carbon Creek","Health and beauty",35.68,5,170.1,6.6
"204","CAR-HBE-035","2/28/2021","20:45:36","Mark Christian","Male",49,"Normal","Carbon Creek","Health and beauty",56,3,160.02,4.8
"205","CAR-HBE-036","3/26/2021","14:59:41","Lupe O'Neal","Female",64,"Member","Carbon Creek","Health and beauty",10.69,5,52.28,7.6
"206","CAR-HBE-037","1/20/2021","8:44:29","Stuart Cooke","Male",63,"Member","Carbon Creek","Health and beauty",55.5,4,211.22,6.6
"207","CAR-HBE-038","3/4/2021","19:29:02","Irma Myers","Female",72,"Normal","Carbon Creek","Health and beauty",68.71,3,197.12,8.7
"208","CAR-HBE-039","2/14/2021","16:51:57","Eddie Campbell","Male",30,"Member","Carbon Creek","Health and beauty",91.3,1,88.37,9.2
"209","CAR-HBE-040","1/23/2021","8:40:04","Patrice Roe","Female",86,"Member","Carbon Creek","Health and beauty",95.95,5,462.91,8.8
"210","CAR-HBE-041","3/26/2021","16:09:02","Doris Bowers","Female",65,"Member","Carbon Creek","Health and beauty",27.73,5,132.7,4.2
"211","CAR-HBE-042","1/13/2021","12:41:42","Lana White","Female",42,"Member","Carbon Creek","Health and beauty",39.62,9,345.88,6.8
"212","CAR-HBE-043","2/17/2021","8:31:03","Gail Clay","Female",62,"Member","Carbon Creek","Health and beauty",92.09,3,264.85,4.2
"213","CAR-HBE-044","2/19/2021","15:23:12","Loren Benjamin","Male",38,"Normal","Carbon Creek","Health and beauty",50.79,5,241.32,5.3
"214","CAR-HBE-045","3/28/2021","14:36:50","Erick Pratt","Male",88,"Member","Carbon Creek","Health and beauty",10.08,7,68.38,4.2
"215","CAR-HBE-046","3/25/2021","18:51:50","Angela Garrett","Female",82,"Normal","Carbon Creek","Health and beauty",15.8,3,45.28,9.5
"216","CAR-HBE-047","1/23/2021","12:03:37","Claude Shannon","Male",68,"Normal","Carbon Creek","Health and beauty",58.15,4,222.68,8.4
"217","CAR-HML-001","3/3/2021","12:56:36","Bob Dodson","Male",45,"Normal","Carbon Creek","Home and lifestyle",46.33,7,321.12,7.4
"218","CAR-HML-002","3/22/2021","17:29:56","Betty Buckley","Female",46,"Member","Carbon Creek","Home and lifestyle",52.59,8,405.08,8.5
"219","CAR-HML-003","3/27/2021","13:17:30","Julian Wyatt","Male",66,"Member","Carbon Creek","Home and lifestyle",44.34,2,85.83,5.8
"220","CAR-HML-004","1/22/2021","13:17:24","Austin Washburn","Male",26,"Normal","Carbon Creek","Home and lifestyle",74.67,9,642.54,9.4
"221","CAR-HML-005","1/19/2021","10:32:45","Shawn Good","Male",52,"Member","Carbon Creek","Home and lifestyle",58.07,9,503.04,4.3
"222","CAR-HML-006","3/10/2021","9:20:47","Lorraine Walsh","Female",89,"Normal","Carbon Creek","Home and lifestyle",93.69,7,624.9,4.5
"223","CAR-HML-007","2/18/2021","21:32:01","Kelley McGrath","Female",70,"Member","Carbon Creek","Home and lifestyle",34.42,6,196.58,9.8
"224","CAR-HML-008","1/21/2021","16:53:48","Florence Ackerman","Female",35,"Normal","Carbon Creek","Home and lifestyle",77.95,6,447.29,8
"225","CAR-HML-009","3/21/2021","16:14:56","Devin Torres","Male",82,"Member","Carbon Creek","Home and lifestyle",33.84,9,289.3,8.8
"226","CAR-HML-010","2/10/2021","17:56:23","Ryan Connelly","Male",40,"Normal","Carbon Creek","Home and lifestyle",74.07,1,71.53,9.9
"227","CAR-HML-011","3/23/2021","21:00:16","Sylvia Starr","Female",36,"Normal","Carbon Creek","Home and lifestyle",25.29,1,24.12,6.1
"228","CAR-HML-012","3/22/2021","12:05:12","Rick Hilton","Male",73,"Normal","Carbon Creek","Home and lifestyle",18.28,1,17.42,8.3
"229","CAR-HML-013","3/11/2021","10:00:31","Maureen Shaw","Female",25,"Normal","Carbon Creek","Home and lifestyle",63.42,8,485.48,7.4
"230","CAR-HML-014","1/5/2021","12:54:34","Joe Valdez","Male",80,"Member","Carbon Creek","Home and lifestyle",62.65,4,243.99,4.2
"231","CAR-HML-015","1/1/2021","12:11:13","Clifford Ward","Male",76,"Member","Carbon Creek","Home and lifestyle",47.59,8,361.01,5.7
"232","CAR-HML-016","3/16/2021","15:35:06","Garrett Horne","Male",40,"Normal","Carbon Creek","Home and lifestyle",23.75,4,91.07,5.2
"233","CAR-HML-017","1/6/2021","20:00:28","Ira Roberson","Male",55,"Member","Carbon Creek","Home and lifestyle",58.9,8,452.39,8.9
"234","CAR-HML-018","2/5/2021","15:20:45","Nicolas Delaney","Male",30,"Member","Carbon Creek","Home and lifestyle",25.91,6,147.99,8.7
"235","CAR-HML-019","1/5/2021","18:38:41","Jessie Ward","Male",39,"Member","Carbon Creek","Home and lifestyle",70.74,4,275.14,4.4
"236","CAR-HML-020","1/4/2021","12:12:27","Paulette Cummings","Female",73,"Member","Carbon Creek","Home and lifestyle",35.54,10,341.37,7
"237","CAR-HML-021","1/7/2021","9:12:41","Rosalie Hurst","Female",73,"Member","Carbon Creek","Home and lifestyle",21.54,9,183.95,8.8
"238","CAR-HML-022","1/27/2021","18:51:49","Tasha Grimes","Female",38,"Normal","Carbon Creek","Home and lifestyle",12.03,2,22.8,5.1
"239","CAR-HML-023","2/15/2021","18:47:47","Bessie Gentry","Female",21,"Normal","Carbon Creek","Home and lifestyle",69.96,8,540.7,6.4
"240","CAR-HML-024","2/3/2021","9:14:15","Mercedes Snow","Female",55,"Member","Carbon Creek","Home and lifestyle",94.88,7,630.74,4.2
"241","CAR-HML-025","1/10/2021","11:20:38","Warren Avila","Male",84,"Member","Carbon Creek","Home and lifestyle",78.38,6,444.81,5.8
"242","CAR-HML-026","1/25/2021","12:09:50","Franklin Law","Male",90,"Member","Carbon Creek","Home and lifestyle",60.01,4,226.76,4.5
"243","CAR-HML-027","2/17/2021","10:09:02","Janie Rubio","Female",85,"Member","Carbon Creek","Home and lifestyle",88.79,8,681.45,4.1
"244","CAR-HML-028","1/17/2021","9:00:39","Alberto Joyce","Male",55,"Normal","Carbon Creek","Home and lifestyle",21.52,6,124.65,9.4
"245","CAR-HML-029","1/21/2021","10:23:58","Chuck Ballard","Male",53,"Normal","Carbon Creek","Home and lifestyle",73.22,6,429.42,7.2
"246","CAR-HML-030","3/24/2021","20:43:16","Greg Warren","Male",88,"Member","Carbon Creek","Home and lifestyle",65.94,4,256.54,6
"247","CAR-HML-031","1/3/2021","18:30:17","Dina Hull","Female",62,"Normal","Carbon Creek","Home and lifestyle",67.09,5,326.29,9.1
"248","CAR-HML-032","3/4/2021","10:56:44","Deanna Carney","Female",19,"Normal","Carbon Creek","Home and lifestyle",56.53,4,220.85,5.5
"249","CAR-HML-033","3/22/2021","14:30:54","Edgar Norman","Male",30,"Normal","Carbon Creek","Home and lifestyle",50.93,8,392.65,9.2
"250","CAR-HML-034","3/8/2021","9:34:22","Tracie Chapman","Female",58,"Member","Carbon Creek","Home and lifestyle",90.65,10,869.76,7.3
"251","CAR-HML-035","3/8/2021","16:43:25","Randall Magee","Male",63,"Normal","Carbon Creek","Home and lifestyle",33.99,6,198.08,7.7
"252","CAR-HML-036","1/15/2021","19:34:30","Iris Whitaker","Female",55,"Member","Carbon Creek","Home and lifestyle",89.21,9,778.28,6.5
"253","CAR-HML-037","1/5/2021","18:25:11","Robyn Allen","Female",48,"Normal","Carbon Creek","Home and lifestyle",42.91,5,205.54,6.1
"254","CAR-HML-038","3/1/2021","16:32:59","Cesar Bennett","Male",85,"Normal","Carbon Creek","Home and lifestyle",34.73,2,66.34,9.7
"255","CAR-HML-039","2/6/2021","13:00:20","Stacie Daniel","Female",80,"Member","Carbon Creek","Home and lifestyle",37.44,6,219.31,5.9
"256","CAR-HML-040","3/11/2021","21:40:23","Theresa Moreno","Female",79,"Normal","Carbon Creek","Home and lifestyle",28.32,5,136.01,6.2
"257","CAR-HML-041","3/7/2021","13:29:54","Scott Thompson","Male",88,"Normal","Carbon Creek","Home and lifestyle",97.94,1,92.78,6.9
"258","CAR-HML-042","1/22/2021","12:15:41","Lon Brandt","Male",76,"Normal","Carbon Creek","Home and lifestyle",30.68,3,88.89,9.1
"259","CAR-HML-043","3/29/2021","19:56:12","Jen Armstrong","Female",50,"Member","Carbon Creek","Home and lifestyle",72.42,3,209.2,8.2
"260","CAR-HML-044","3/24/2021","9:15:44","Sue McDaniel","Female",55,"Member","Carbon Creek","Home and lifestyle",70.32,2,137.53,9.6
"261","CAR-HML-045","1/25/2021","12:18:35","Gregg Shields","Male",69,"Member","Carbon Creek","Home and lifestyle",53.3,3,151.75,7.5
"262","CAR-HML-046","1/18/2021","18:40:21","Gilbert Todd","Male",85,"Member","Carbon Creek","Home and lifestyle",19.36,9,166.89,8.7
"263","CAR-HML-047","2/3/2021","21:29:49","Johnny Dudley","Male",85,"Member","Carbon Creek","Home and lifestyle",72.78,10,694.22,7.3
"264","CAR-HML-048","1/16/2021","19:29:15","Simon Byrd","Male",39,"Member","Carbon Creek","Home and lifestyle",63.56,10,619.36,4.3
"265","CAR-HML-049","1/29/2021","18:37:09","Angie Horton","Female",87,"Member","Carbon Creek","Home and lifestyle",87.37,5,426.7,6.6
"266","CAR-HML-050","3/20/2021","14:53:27","Jay Rowe","Male",81,"Normal","Carbon Creek","Home and lifestyle",93.96,9,804.6,9.8
"267","CAR-HML-051","2/20/2021","20:52:50","Willie Holmes","Male",23,"Member","Carbon Creek","Home and lifestyle",37.69,2,72.47,9.5
"268","CAR-HML-052","1/11/2021","11:52:23","Maxine Rasmussen","Female",34,"Normal","Carbon Creek","Home and lifestyle",96.52,6,564.21,4.5
"269","CAR-HML-053","1/15/2021","19:09:14","Tabitha Zuniga","Female",78,"Normal","Carbon Creek","Home and lifestyle",11.43,6,65.03,7.7
"270","CAR-HML-054","3/17/2021","11:40:33","Christa Hutchinson","Female",40,"Normal","Carbon Creek","Home and lifestyle",77.47,4,294.61,4.2
"271","CAR-HML-055","2/24/2021","13:53:52","Marilyn Nunez","Female",53,"Member","Carbon Creek","Home and lifestyle",47.68,2,92.81,4.1
"272","CAR-HML-056","3/7/2021","9:11:33","Grace Stephens","Female",19,"Member","Carbon Creek","Home and lifestyle",28.31,4,107.44,8.2
"273","CAR-HML-057","3/19/2021","21:46:09","Jonathan Watkins","Male",33,"Member","Carbon Creek","Home and lifestyle",23.29,4,89.05,5.9
"274","CAR-HML-058","3/30/2021","10:33:27","Melody Curtis","Female",89,"Member","Carbon Creek","Home and lifestyle",34.42,6,200.96,7.5
"275","CAR-HML-059","2/7/2021","8:12:05","Faye Finley","Female",32,"Normal","Carbon Creek","Home and lifestyle",93.12,8,707.47,6.8
"276","CAR-HML-060","1/19/2021","19:49:50","Dawn Rios","Female",42,"Normal","Carbon Creek","Home and lifestyle",45.68,10,441.92,5.7
"277","CAR-HML-061","3/4/2021","13:56:13","Frances Pham","Female",47,"Normal","Carbon Creek","Home and lifestyle",33.3,9,291.7,7.2
"278","CAR-HML-062","1/13/2021","8:46:06","Owen Richards","Male",53,"Member","Carbon Creek","Home and lifestyle",81.01,3,238.24,9.3
"279","CAR-HML-063","2/11/2021","11:06:59","Jeremiah Castillo","Male",53,"Normal","Carbon Creek","Home and lifestyle",80.08,3,233.04,5.4
"280","CAR-HML-064","2/22/2021","17:10:45","Elmer Greenwood","Male",52,"Normal","Carbon Creek","Home and lifestyle",65.82,1,64.37,4.1
"281","CAR-STR-001","2/8/2021","18:07:19","Matt Carr","Male",46,"Normal","Carbon Creek","Sports and travel",86.31,7,578.9,5.3
"282","CAR-STR-002","1/1/2021","14:29:23","David Maddox","Male",34,"Normal","Carbon Creek","Sports and travel",72.61,6,423.34,6.9
"283","CAR-STR-003","3/2/2021","19:06:48","Enrique Huff","Male",83,"Member","Carbon Creek","Sports and travel",88.63,3,260.36,6
"284","CAR-STR-004","3/10/2021","9:34:01","Kelvin Lawrence","Male",69,"Member","Carbon Creek","Sports and travel",62.62,5,295.73,7
"285","CAR-STR-005","3/6/2021","18:28:39","Darren Evans","Male",47,"Member","Carbon Creek","Sports and travel",15.81,10,154.87,8.6
"286","CAR-STR-006","1/24/2021","8:20:32","Lorenzo Huber","Male",90,"Normal","Carbon Creek","Sports and travel",78.77,10,762.98,6.4
"287","CAR-STR-007","1/2/2021","11:05:19","Gustavo Nixon","Male",79,"Normal","Carbon Creek","Sports and travel",42.47,1,41.08,5.7
"288","CAR-STR-008","1/10/2021","21:25:20","Candace Pacheco","Female",40,"Member","Carbon Creek","Sports and travel",21.98,7,149.21,5.1
"289","CAR-STR-009","3/22/2021","8:51:04","Darin Olson","Male",77,"Normal","Carbon Creek","Sports and travel",62.13,6,362.2,7.4
"290","CAR-STR-010","1/27/2021","19:23:21","Rochelle Byrd","Female",64,"Normal","Carbon Creek","Sports and travel",32.25,5,158.03,9
"291","CAR-STR-011","3/6/2021","13:02:16","Kristine Moore","Female",43,"Member","Carbon Creek","Sports and travel",92.13,6,528.41,8.3
"292","CAR-STR-012","3/16/2021","18:55:22","Hector Berger","Male",42,"Normal","Carbon Creek","Sports and travel",72.5,8,555.32,9.2
"293","CAR-STR-013","2/25/2021","20:10:41","Colin Yates","Male",66,"Normal","Carbon Creek","Sports and travel",63.69,1,60.53,6
"294","CAR-STR-014","2/1/2021","20:44:07","Chester Ellison","Male",28,"Member","Carbon Creek","Sports and travel",69.52,7,465.9,8.5
"295","CAR-STR-015","3/23/2021","18:56:47","Nicolas Hagan","Male",49,"Member","Carbon Creek","Sports and travel",15.5,10,146.35,8
"296","CAR-STR-016","3/4/2021","21:46:40","Ronda Maynard","Female",61,"Normal","Carbon Creek","Sports and travel",12.34,7,83.59,6.7
"297","CAR-STR-017","1/20/2021","10:06:57","Lindsay Daniels","Female",57,"Normal","Carbon Creek","Sports and travel",93.14,2,175.75,4.1
"298","CAR-STR-018","2/9/2021","13:03:16","Latoya Law","Female",66,"Member","Carbon Creek","Sports and travel",22.24,10,217.19,4.2
"299","CAR-STR-019","3/12/2021","9:53:57","Catherine Tyler","Female",74,"Member","Carbon Creek","Sports and travel",98.4,7,649.94,8.7
"300","CAR-STR-020","3/20/2021","14:58:13","Elmer Mason","Male",63,"Member","Carbon Creek","Sports and travel",44.02,10,415.93,9.6
"301","CAR-STR-021","1/6/2021","21:50:31","Pamela Sloan","Female",84,"Normal","Carbon Creek","Sports and travel",15.34,1,14.57,6.5
"302","CAR-STR-022","3/30/2021","15:57:47","Katrina Villarreal","Female",58,"Normal","Carbon Creek","Sports and travel",40.23,7,269.21,9.6
"303","CAR-STR-023","2/14/2021","11:11:28","Stewart Day","Male",38,"Normal","Carbon Creek","Sports and travel",44.65,3,126.9,6.2
"304","CAR-STR-024","1/11/2021","11:01:36","Warren Hall","Male",39,"Member","Carbon Creek","Sports and travel",82.33,4,322.05,7.5
"305","CAR-STR-025","3/9/2021","12:39:59","Roberta Washington","Female",73,"Member","Carbon Creek","Sports and travel",52.26,10,504.46,6.2
"306","CAR-STR-026","1/19/2021","14:07:15","Jeremy Winters","Male",59,"Member","Carbon Creek","Sports and travel",67.26,4,254.64,8
"307","CAR-STR-027","3/10/2021","16:45:51","Max Fisher","Male",35,"Normal","Carbon Creek","Sports and travel",25.84,NA,73.26,6.6
"308","CAR-STR-028","1/15/2021","11:48:02","Liz Blackwell","Female",18,"Normal","Carbon Creek","Sports and travel",19.1,7,130.08,9.7
"309","CAR-STR-029","1/25/2021","14:25:09","Edna Read","Female",39,"Member","Carbon Creek","Sports and travel",40.05,4,152.05,9.7
"310","CAR-STR-030","3/18/2021","16:24:35","Jocelyn Price","Female",20,"Normal","Carbon Creek","Sports and travel",33.26,5,158.42,4.2
"311","CAR-STR-031","1/8/2021","10:02:17","Merle Weaver","Male",66,"Normal","Carbon Creek","Sports and travel",37.14,5,181,5
"312","CAR-STR-032","2/2/2021","14:45:56","Ingrid Cherry","Female",65,"Member","Carbon Creek","Sports and travel",51.52,8,400.9,9.6
"313","CAR-STR-033","2/25/2021","14:35:58","Ramona Thomas","Female",67,"Member","Carbon Creek","Sports and travel",91.41,5,432.1,7.1
"314","CAR-STR-034","2/17/2021","18:33:41","Kris Sheppard","Male",47,"Normal","Carbon Creek","Sports and travel",98.09,9,840.33,9.3
"315","CAR-STR-035","1/7/2021","13:36:42","Young Coffey","Male",87,"Normal","Carbon Creek","Sports and travel",60.95,9,533.18,6
"316","CAR-STR-036","3/22/2021","8:28:19","Allen Kim","Male",18,"Normal","Carbon Creek","Sports and travel",85.91,5,419.97,8.6
"317","CAR-STR-037","2/4/2021","10:07:48","Laurie Hines","Female",57,"Normal","Carbon Creek","Sports and travel",43.06,5,207.53,7.7
"318","CAR-STR-038","2/7/2021","21:16:08","Susan Daugherty","Female",48,"Member","Carbon Creek","Sports and travel",45.58,1,44.53,9.8
"319","CAR-STR-039","2/5/2021","21:21:46","Jan Suarez","Female",27,"Member","Carbon Creek","Sports and travel",75.2,3,214.83,4.8
"320","CAR-STR-040","3/20/2021","12:42:44","Josephine Maxwell","Female",59,"Member","Carbon Creek","Sports and travel",38.72,9,328.81,4.2
"321","CAR-STR-041","3/9/2021","18:09:46","Miguel Tran","Male",69,"Normal","Carbon Creek","Sports and travel",60.87,2,117.04,8.7
"322","CAR-STR-042","1/19/2021","10:01:30","Vincent Jefferson","Male",68,"Normal","Carbon Creek","Sports and travel",64.19,10,628.56,6.7
"323","CAR-STR-043","1/29/2021","16:00:58","Rosemarie Wu","Female",41,"Member","Carbon Creek","Sports and travel",27.93,5,133.27,5.9
"324","CAR-STR-044","1/1/2021","11:03:16","Delores Hansen","Female",57,"Member","Carbon Creek","Sports and travel",27.04,4,102.86,6.9
"325","CAR-STR-045","1/17/2021","17:04:21","Johnny Holman","Male",88,"Normal","Carbon Creek","Sports and travel",25.7,3,73.5,6.1
"326","CAR-STR-046","2/12/2021","18:14:10","Graciela Forbes","Female",40,"Member","Carbon Creek","Sports and travel",71.63,2,136.71,8.8
"327","CAR-STR-047","2/11/2021","8:16:43","Gwendolyn Wyatt","Female",78,"Normal","Carbon Creek","Sports and travel",94.76,4,370.14,7.8
"328","CAR-STR-048","1/17/2021","12:15:09","Preston Hawley","Male",42,"Normal","Carbon Creek","Sports and travel",58.91,7,403.82,9.7
"329","CAR-STR-049","2/22/2021","14:21:35","Lucille Grimes","Female",61,"Member","Carbon Creek","Sports and travel",24.49,10,233.9,8.1
"330","CAR-STR-050","1/16/2021","17:22:22","Monica Good","Female",36,"Normal","Carbon Creek","Sports and travel",93.18,2,180.75,8.5
"331","CAR-STR-051","1/29/2021","15:05:39","Helen Bradshaw","Female",26,"Member","Carbon Creek","Sports and travel",22.01,4,83.19,6.6
"332","CAR-STR-052","3/2/2021","21:57:28","Rosalie Keith","Female",23,"Member","Carbon Creek","Sports and travel",39.47,2,77.18,5
"333","CAR-STR-053","1/8/2021","8:00:08","Tim Duran","Male",26,"Member","Carbon Creek","Sports and travel",12.76,2,24.61,7.8
"334","CAR-STR-054","1/6/2021","12:02:31","Virgil Farley","Male",62,"Normal","Carbon Creek","Sports and travel",64.59,4,253.01,9.3
"335","CAR-STR-055","1/18/2021","18:10:12","Mohammad Davis","Male",31,"Member","Carbon Creek","Sports and travel",89.06,6,517,9.9
"336","CAR-STR-056","1/13/2021","10:52:58","Evan Donovan","Male",80,"Normal","Carbon Creek","Sports and travel",45.58,7,310.06,5
"337","CAR-STR-057","3/17/2021","14:55:16","Hugh Kelley","Male",48,"Member","Carbon Creek","Sports and travel",76.92,10,745.13,5.6
"338","CAR-STR-058","3/30/2021","19:13:58","Adriana FitzPatrick","Female",67,"Normal","Carbon Creek","Sports and travel",89.48,5,425.98,7.4
"339","CAR-STR-059","3/14/2021","20:40:25","Janis Merritt","Female",39,"Member","Carbon Creek","Sports and travel",97.48,9,858.61,7.4
"340","GRC-CLO-001","2/6/2021","13:25:29","Ana Bryant","Female",47,"Member","Greene City","Clothing",14.48,4,54.88,4.5
"341","GRC-CLO-002","2/8/2021","11:26:42","Jen Shaffer","Male",19,"Normal","Greene City","Clothing",33.52,1,32.86,6.7
"342","GRC-CLO-003","2/25/2021","9:28:19","Jackie Long","Male",67,"Normal","Greene City","Clothing",94.13,5,455.83,4.8
"343","GRC-CLO-004","3/22/2021","8:40:48","Marianne Donaldson","Female",35,"Member","Greene City","Clothing",17.87,4,68.47,6.5
"344","GRC-CLO-005","1/7/2021","12:20:34","Missy Hamilton","Female",47,"Member","Greene City","Clothing",97.61,6,563.98,9.9
"345","GRC-CLO-006","2/15/2021","16:28:54","Rebekah Clayton","Female",65,"Normal","Greene City","Clothing",72.84,7,495.11,8.4
"346","GRC-CLO-007","3/5/2021","14:08:53","Sidney Austin","Male",55,"Member","Greene City","Clothing",21.94,5,103.54,5.3
"347","GRC-CLO-008","1/16/2021","12:18:35","Santiago Horn","Male",49,"Member","Greene City","Clothing",51.36,1,48.55,5.2
"348","GRC-CLO-009","3/9/2021","21:45:34","Jeri Vargas","Female",78,"Member","Greene City","Clothing",56.47,8,442.14,7.3
"349","GRC-CLO-010","1/25/2021","17:19:27","Kristine Wall","Female",40,"Normal","Greene City","Clothing",39.62,7,265.18,7.5
"350","GRC-CLO-011","3/23/2021","19:52:19","Bessie Bradley","Female",80,"Member","Greene City","Clothing",91.54,4,345.71,4.8
"351","GRC-CLO-012","1/15/2021","10:38:16","Laurel Bartlett","Female",29,"Normal","Greene City","Clothing",73.52,2,143.21,4.6
"352","GRC-CLO-013","3/28/2021","15:08:07","Gabriela Spears","Female",21,"Normal","Greene City","Clothing",30.37,3,88.54,5.1
"353","GRC-CLO-014","2/12/2021","17:59:46","Geoffrey Kendall","Male",61,"Normal","Greene City","Clothing",94.87,8,740.72,8.7
"354","GRC-CLO-015","1/26/2021","15:21:27","Lana Rollins","Female",55,"Normal","Greene City","Clothing",81.37,2,155.2,6.5
"355","GRC-CLO-016","2/21/2021","11:31:30","Roman Estes","Male",62,"Member","Greene City","Clothing",73.82,4,289.11,6.7
"356","GRC-CLO-017","1/29/2021","21:00:54","Erik Johnson","Male",86,"Member","Greene City","Clothing",32.62,4,124.78,9
"357","GRC-CLO-018","3/13/2021","10:17:03","Joanne Ballard","Female",19,"Member","Greene City","Clothing",38.3,4,146.51,5.7
"358","GRC-CLO-019","1/7/2021","19:39:23","Omar Johns","Male",48,"Normal","Greene City","Clothing",47.97,7,325.09,6.2
"359","GRC-CLO-020","3/14/2021","16:18:20","Candace McIntyre","Female",77,"Member","Greene City","Clothing",54.73,7,371.03,8.5
"360","GRC-CLO-021","1/25/2021","20:22:18","Dixie Richardson","Female",33,"Normal","Greene City","Clothing",60.96,2,117.86,4.9
"361","GRC-CLO-022","1/26/2021","11:23:12","Francine Phillips","Female",20,"Normal","Greene City","Clothing",37.95,10,371.2,9.7
"362","GRC-CLO-023","2/22/2021","17:43:53","Veronica Sweeney","Female",28,"Normal","Greene City","Clothing",39.75,5,192.99,9.6
"363","GRC-CLO-024","1/4/2021","9:25:33","Kari Daniels","Female",45,"Member","Greene City","Clothing",68.71,4,260.86,4.1
"364","GRC-CLO-025","3/19/2021","11:32:09","Gerry Gray","Male",71,"Member","Greene City","Clothing",25.42,8,192.44,6.7
"365","GRC-CLO-026","1/2/2021","20:06:40","Christian Williamson","Male",34,"Member","Greene City","Clothing",40.61,9,357.52,7
"366","GRC-CLO-027","1/31/2021","21:36:02","Marty Lowe","Male",74,"Normal","Greene City","Clothing",69.08,2,132.95,6.9
"367","GRC-CLO-028","3/9/2021","9:25:35","Jeff Flowers","Male",44,"Normal","Greene City","Clothing",95.54,7,647.17,9.6
"368","GRC-CLO-029","2/22/2021","16:20:57","Erica Coffey","Female",77,"Normal","Greene City","Clothing",47.44,1,44.83,6.8
"369","GRC-CLO-030","2/13/2021","15:46:57","Robbie Russo","Female",54,"Member","Greene City","Clothing",29.56,5,141.45,6.9
"370","GRC-CLO-031","2/28/2021","14:33:19","Eva Padilla","Female",75,"Normal","Greene City","Clothing",41.09,10,390.2,7.3
"371","GRC-CLO-032","3/13/2021","16:53:45","Kristi Clark","Female",81,"Normal","Greene City","Clothing",34.7,2,65.63,8.2
"372","GRC-CLO-033","2/26/2021","9:45:10","Julian Cooke","Male",36,"Normal","Greene City","Clothing",99.89,2,190.74,7.1
"373","GRC-CLO-034","1/16/2021","17:35:55","Jeremiah Randolph","Male",30,"Normal","Greene City","Clothing",39.21,4,153.53,9
"374","GRC-CLO-035","1/13/2021","16:16:32","Herbert North","Male",54,"Member","Greene City","Clothing",59.86,2,115.79,6.7
"375","GRC-CLO-036","1/5/2021","17:32:14","Leslie Maddox","Female",61,"Member","Greene City","Clothing",73.96,1,72.5,5
"376","GRC-CLO-037","2/9/2021","9:42:36","Rudy Gregory","Male",30,"Normal","Greene City","Clothing",57.27,3,167.02,6.5
"377","GRC-CLO-038","2/22/2021","13:51:26","Jodi Fox","Female",61,"Normal","Greene City","Clothing",54.31,9,477.43,8.9
"378","GRC-CLO-039","2/4/2021","9:23:29","Jana Osborne","Female",82,"Member","Greene City","Clothing",72.04,2,136.94,9.5
"379","GRC-CLO-040","3/20/2021","8:13:58","Rex Bassett","Male",41,"Normal","Greene City","Clothing",99.25,2,192.16,9
"380","GRC-CLO-041","1/10/2021","11:07:35","Cherie Mathis","Female",46,"Normal","Greene City","Clothing",79.86,7,529.35,5.5
"381","GRC-CLO-042","3/1/2021","14:06:18","Pedro Skinner","Male",36,"Member","Greene City","Clothing",81.31,7,540.67,6.3
"382","GRC-CLO-043","1/14/2021","9:52:52","Yolanda Mitchel","Female",65,"Member","Greene City","Clothing",18.08,4,70.66,9.5
"383","GRC-CLO-044","1/24/2021","12:48:38","Micheal Colon","Male",58,"Member","Greene City","Clothing",93.22,3,265.13,7.2
"384","GRC-CLO-045","1/12/2021","12:18:40","Maria Dixon","Female",47,"Normal","Greene City","Clothing",83.25,10,789.44,4.4
"385","GRC-CLO-046","2/16/2021","11:48:02","Garry Porter","Male",53,"Member","Greene City","Clothing",91.35,1,87.28,6.8
"386","GRC-CLO-047","2/27/2021","14:23:37","Lucas Hall","Male",18,"Normal","Greene City","Clothing",52.42,3,150.54,7.5
"387","GRC-CLO-048","3/20/2021","16:52:10","Javier Cooley","Male",25,"Member","Greene City","Clothing",33.63,1,31.97,5.6
"388","GRC-CLO-049","2/16/2021","13:45:05","Phillip Dow","Male",35,"Member","Greene City","Clothing",60.18,4,227.58,9.4
"389","GRC-CLO-050","3/24/2021","19:23:29","Jasmine Groves","Female",20,"Member","Greene City","Clothing",58.75,6,337.16,5.9
